Jeddah;21.2854;39.2376;31.46;C;31.11;p;1235.23;mb;22.76;m;18/01/2012
Makkah;21.3891;39.8579;31.56;C;20.54;p;1131.91;mb;27.03;m;18/01/2012
Madinah;24.5247;39.5692;37.49;C;15.84;p;1041.57;mb;22.57;m;18/01/2012
Abha;18.2465;42.5117;28.11;C;21.26;p;1057.50;mb;26.85;m;18/01/2012
Riyadh;24.7136;46.6753;48.36;C;19.37;p;1049.52;mb;21.51;m;19/01/2012
Jeddah;21.2854;39.2376;30.87;C;31.24;p;1229.99;mb;27.66;m;19/01/2012
Makkah;21.3891;39.8579;27.67;C;23.81;p;1101.76;mb;29.16;m;19/01/2012
Madinah;24.5247;39.5692;39.06;C;13.23;p;1009.20;mb;25.74;m;19/01/2012
Abha;18.2465;42.5117;30.80;C;24.74;p;1064.00;mb;27.54;m;19/01/2012
Riyadh;24.7136;46.6753;44.30;C;19.17;p;1012.65;mb;24.61;m;20/01/2012
Jeddah;21.2854;39.2376;31.83;C;34.65;p;1203.60;mb;28.05;m;20/01/2012
Makkah;21.3891;39.8579;30.11;C;23.07;p;1148.22;mb;24.14;m;20/01/2012
Madinah;24.5247;39.5692;41.27;C;15.90;p;1001.08;mb;29.65;m;20/01/2012
Abha;18.2465;42.5117;24.77;C;21.62;p;1062.10;mb;23.74;m;20/01/2012
Riyadh;24.7136;46.6753;47.42;C;18.54;p;1024.98;mb;22.15;m;21/01/2012
Jeddah;21.2854;39.2376;36.42;C;30.95;p;1213.93;mb;29.82;m;21/01/2012
Makkah;21.3891;39.8579;32.04;C;24.77;p;1113.41;mb;21.03;m;21/01/2012
Madinah;24.5247;39.5692;42.49;C;14.46;p;1003.60;mb;20.28;m;21/01/2012
Abha;18.2465;42.5117;28.27;C;22.85;p;1067.80;mb;22.80;m;21/01/2012
Riyadh;24.7136;46.6753;47.48;C;17.63;p;1036.53;mb;21.07;m;22/01/2012
Jeddah;21.2854;39.2376;31.25;C;34.67;p;1227.14;mb;22.30;m;22/01/2012
Makkah;21.3891;39.8579;30.95;C;22.18;p;1127.02;mb;22.70;m;22/01/2012
Madinah;24.5247;39.5692;44.55;C;12.37;p;1003.27;mb;25.88;m;22/01/2012
Abha;18.2465;42.5117;25.04;C;23.08;p;1051.32;mb;26.74;m;22/01/2012
Riyadh;24.7136;46.6753;47.90;C;20.68;p;1020.50;mb;26.95;m;23/01/2012
Jeddah;21.2854;39.2376;33.07;C;33.19;p;1225.09;mb;25.12;m;23/01/2012
Makkah;21.3891;39.8579;29.10;C;22.87;p;1115.05;mb;22.79;m;23/01/2012
Madinah;24.5247;39.5692;43.76;C;16.60;p;1042.05;mb;27.34;m;23/01/2012
Abha;18.2465;42.5117;30.86;C;24.53;p;1062.73;mb;24.13;m;23/01/2012
Riyadh;24.7136;46.6753;47.57;C;17.89;p;1023.16;mb;23.35;m;24/01/2012
Jeddah;21.2854;39.2376;35.28;C;30.52;p;1215.22;mb;21.34;m;24/01/2012
Makkah;21.3891;39.8579;29.57;C;20.94;p;1138.44;mb;22.27;m;24/01/2012
Madinah;24.5247;39.5692;41.78;C;16.75;p;1038.38;mb;23.84;m;24/01/2012
Abha;18.2465;42.5117;30.55;C;21.98;p;1075.64;mb;29.61;m;24/01/2012
Riyadh;24.7136;46.6753;46.23;C;19.78;p;1008.12;mb;21.49;m;25/01/2012
Jeddah;21.2854;39.2376;30.64;C;32.95;p;1242.77;mb;28.24;m;25/01/2012
Makkah;21.3891;39.8579;36.96;C;23.31;p;1131.94;mb;29.54;m;25/01/2012
Madinah;24.5247;39.5692;42.21;C;12.51;p;1003.97;mb;20.82;m;25/01/2012
Abha;18.2465;42.5117;30.59;C;22.03;p;1077.04;mb;21.02;m;25/01/2012
Riyadh;24.7136;46.6753;41.21;C;18.15;p;1010.49;mb;23.77;m;26/01/2012
Jeddah;21.2854;39.2376;33.15;C;34.47;p;1247.83;mb;23.06;m;26/01/2012
Makkah;21.3891;39.8579;33.86;C;24.22;p;1101.29;mb;25.62;m;26/01/2012
Madinah;24.5247;39.5692;44.62;C;12.73;p;1018.79;mb;26.02;m;26/01/2012
Abha;18.2465;42.5117;22.90;C;21.93;p;1060.11;mb;24.84;m;26/01/2012
Riyadh;24.7136;46.6753;47.28;C;18.28;p;1040.73;mb;26.97;m;27/01/2012
Jeddah;21.2854;39.2376;30.01;C;33.59;p;1228.57;mb;24.90;m;27/01/2012
Makkah;21.3891;39.8579;35.88;C;24.32;p;1101.04;mb;21.34;m;27/01/2012
Madinah;24.5247;39.5692;43.93;C;14.64;p;1036.99;mb;26.69;m;27/01/2012
Abha;18.2465;42.5117;25.23;C;21.13;p;1081.30;mb;29.32;m;27/01/2012
Riyadh;24.7136;46.6753;45.75;C;18.19;p;1027.52;mb;21.06;m;28/01/2012
Jeddah;21.2854;39.2376;33.18;C;32.61;p;1217.62;mb;25.83;m;28/01/2012
Makkah;21.3891;39.8579;30.87;C;23.25;p;1106.41;mb;26.70;m;28/01/2012
Madinah;24.5247;39.5692;39.41;C;12.96;p;1032.22;mb;25.68;m;28/01/2012
Abha;18.2465;42.5117;24.25;C;23.75;p;1074.90;mb;20.87;m;28/01/2012
Riyadh;24.7136;46.6753;43.17;C;18.99;p;1016.57;mb;27.56;m;29/01/2012
Jeddah;21.2854;39.2376;38.19;C;32.02;p;1200.58;mb;23.48;m;29/01/2012
Makkah;21.3891;39.8579;30.38;C;24.68;p;1109.56;mb;23.70;m;29/01/2012
Madinah;24.5247;39.5692;44.54;C;16.49;p;1003.63;mb;26.93;m;29/01/2012
Abha;18.2465;42.5117;28.18;C;21.01;p;1076.11;mb;23.82;m;29/01/2012
Riyadh;24.7136;46.6753;45.43;C;19.59;p;1044.92;mb;27.05;m;30/01/2012
Jeddah;21.2854;39.2376;37.36;C;30.05;p;1204.56;mb;24.95;m;30/01/2012
Makkah;21.3891;39.8579;34.42;C;23.21;p;1115.33;mb;22.83;m;30/01/2012
Madinah;24.5247;39.5692;35.70;C;13.88;p;1003.44;mb;21.11;m;30/01/2012
Abha;18.2465;42.5117;27.15;C;20.18;p;1088.26;mb;25.11;m;30/01/2012
Riyadh;24.7136;46.6753;47.77;C;19.88;p;1040.72;mb;29.17;m;31/01/2012
Jeddah;21.2854;39.2376;33.56;C;31.64;p;1209.61;mb;26.89;m;31/01/2012
Makkah;21.3891;39.8579;34.14;C;20.35;p;1131.38;mb;29.95;m;31/01/2012
Madinah;24.5247;39.5692;35.48;C;16.24;p;1012.33;mb;20.53;m;31/01/2012
Abha;18.2465;42.5117;30.58;C;20.70;p;1041.24;mb;25.92;m;31/01/2012
Riyadh;24.7136;46.6753;46.86;C;18.54;p;1004.82;mb;29.53;m;01/02/2012
Jeddah;21.2854;39.2376;30.14;C;31.40;p;1237.89;mb;29.55;m;01/02/2012
Makkah;21.3891;39.8579;30.43;C;20.10;p;1145.17;mb;24.94;m;01/02/2012
Madinah;24.5247;39.5692;43.75;C;15.65;p;1031.83;mb;28.60;m;01/02/2012
Abha;18.2465;42.5117;22.93;C;23.04;p;1075.54;mb;29.34;m;01/02/2012
Riyadh;24.7136;46.6753;47.27;C;20.38;p;1013.41;mb;27.44;m;02/02/2012
Jeddah;21.2854;39.2376;32.88;C;32.14;p;1203.78;mb;23.39;m;02/02/2012
Makkah;21.3891;39.8579;30.51;C;24.99;p;1103.88;mb;25.83;m;02/02/2012
Madinah;24.5247;39.5692;37.83;C;12.74;p;1031.54;mb;22.69;m;02/02/2012
Abha;18.2465;42.5117;31.22;C;23.03;p;1051.06;mb;28.92;m;02/02/2012
Riyadh;24.7136;46.6753;40.26;C;17.96;p;1040.82;mb;25.25;m;03/02/2012
Jeddah;21.2854;39.2376;39.62;C;33.69;p;1212.94;mb;25.26;m;03/02/2012
Makkah;21.3891;39.8579;28.94;C;20.07;p;1113.46;mb;22.05;m;03/02/2012
Madinah;24.5247;39.5692;41.37;C;15.80;p;1034.72;mb;21.40;m;03/02/2012
Abha;18.2465;42.5117;29.94;C;22.04;p;1070.37;mb;26.16;m;03/02/2012
Riyadh;24.7136;46.6753;49.59;C;18.70;p;1037.59;mb;24.76;m;04/02/2012
Jeddah;21.2854;39.2376;34.11;C;31.44;p;1230.00;mb;27.86;m;04/02/2012
Makkah;21.3891;39.8579;33.88;C;20.17;p;1149.89;mb;28.65;m;04/02/2012
Madinah;24.5247;39.5692;40.28;C;15.45;p;1047.89;mb;26.15;m;04/02/2012
Abha;18.2465;42.5117;31.85;C;23.33;p;1073.67;mb;25.89;m;04/02/2012
Riyadh;24.7136;46.6753;45.90;C;21.53;p;1011.78;mb;29.16;m;05/02/2012
Jeddah;21.2854;39.2376;31.20;C;30.22;p;1242.53;mb;29.92;m;05/02/2012
Makkah;21.3891;39.8579;34.41;C;24.98;p;1129.16;mb;28.88;m;05/02/2012
Madinah;24.5247;39.5692;42.82;C;16.27;p;1038.79;mb;24.94;m;05/02/2012
Abha;18.2465;42.5117;26.10;C;20.48;p;1056.72;mb;27.70;m;05/02/2012
Riyadh;24.7136;46.6753;47.97;C;21.19;p;1000.60;mb;28.94;m;06/02/2012
Jeddah;21.2854;39.2376;31.69;C;31.38;p;1233.45;mb;27.05;m;06/02/2012
Makkah;21.3891;39.8579;29.96;C;22.70;p;1112.29;mb;26.16;m;06/02/2012
Madinah;24.5247;39.5692;40.43;C;16.24;p;1042.12;mb;20.83;m;06/02/2012
Abha;18.2465;42.5117;28.45;C;21.33;p;1083.54;mb;27.79;m;06/02/2012
Riyadh;24.7136;46.6753;46.90;C;19.00;p;1035.68;mb;28.84;m;07/02/2012
Jeddah;21.2854;39.2376;36.77;C;30.08;p;1235.49;mb;22.51;m;07/02/2012
Makkah;21.3891;39.8579;28.40;C;24.68;p;1128.30;mb;27.87;m;07/02/2012
Madinah;24.5247;39.5692;35.34;C;14.71;p;1024.61;mb;20.68;m;07/02/2012
Abha;18.2465;42.5117;22.05;C;24.51;p;1062.76;mb;20.63;m;07/02/2012
Riyadh;24.7136;46.6753;46.71;C;21.04;p;1047.30;mb;28.72;m;08/02/2012
Jeddah;21.2854;39.2376;33.40;C;35.00;p;1228.76;mb;25.28;m;08/02/2012
Makkah;21.3891;39.8579;35.09;C;22.34;p;1131.04;mb;22.58;m;08/02/2012
Madinah;24.5247;39.5692;40.92;C;12.10;p;1018.96;mb;20.71;m;08/02/2012
Abha;18.2465;42.5117;31.11;C;20.90;p;1080.18;mb;21.76;m;08/02/2012
Riyadh;24.7136;46.6753;42.94;C;17.83;p;1022.12;mb;25.30;m;09/02/2012
Jeddah;21.2854;39.2376;34.59;C;34.21;p;1207.03;mb;27.79;m;09/02/2012
Makkah;21.3891;39.8579;31.39;C;22.65;p;1115.47;mb;29.26;m;09/02/2012
Madinah;24.5247;39.5692;40.96;C;12.35;p;1041.47;mb;23.70;m;09/02/2012
Abha;18.2465;42.5117;24.18;C;23.67;p;1080.47;mb;23.38;m;09/02/2012
Riyadh;24.7136;46.6753;49.34;C;19.66;p;1024.66;mb;23.31;m;10/02/2012
Jeddah;21.2854;39.2376;30.29;C;34.46;p;1229.00;mb;29.31;m;10/02/2012
Makkah;21.3891;39.8579;27.69;C;24.67;p;1105.08;mb;21.92;m;10/02/2012
Madinah;24.5247;39.5692;44.53;C;13.99;p;1039.44;mb;29.08;m;10/02/2012
Abha;18.2465;42.5117;28.12;C;23.75;p;1067.56;mb;22.18;m;10/02/2012
Riyadh;24.7136;46.6753;41.07;C;17.96;p;1014.46;mb;23.99;m;11/02/2012
Jeddah;21.2854;39.2376;37.90;C;30.24;p;1238.45;mb;21.75;m;11/02/2012
Makkah;21.3891;39.8579;32.55;C;22.64;p;1134.89;mb;25.74;m;11/02/2012
Madinah;24.5247;39.5692;44.01;C;16.83;p;1022.55;mb;21.61;m;11/02/2012
Abha;18.2465;42.5117;29.13;C;21.90;p;1046.82;mb;24.78;m;11/02/2012
Riyadh;24.7136;46.6753;42.00;C;20.47;p;1040.01;mb;26.43;m;12/02/2012
Jeddah;21.2854;39.2376;33.99;C;30.01;p;1231.05;mb;23.72;m;12/02/2012
Makkah;21.3891;39.8579;36.90;C;20.13;p;1143.98;mb;21.09;m;12/02/2012
Madinah;24.5247;39.5692;44.86;C;13.58;p;1017.02;mb;25.98;m;12/02/2012
Abha;18.2465;42.5117;31.85;C;24.07;p;1061.83;mb;29.54;m;12/02/2012
Riyadh;24.7136;46.6753;43.03;C;17.43;p;1015.47;mb;22.27;m;13/02/2012
Jeddah;21.2854;39.2376;32.46;C;34.67;p;1216.08;mb;25.31;m;13/02/2012
Makkah;21.3891;39.8579;29.34;C;20.57;p;1106.96;mb;20.28;m;13/02/2012
Madinah;24.5247;39.5692;37.27;C;14.78;p;1042.73;mb;24.71;m;13/02/2012
Abha;18.2465;42.5117;23.73;C;24.32;p;1085.39;mb;25.06;m;13/02/2012
Riyadh;24.7136;46.6753;47.53;C;21.09;p;1038.05;mb;27.00;m;14/02/2012
Jeddah;21.2854;39.2376;37.76;C;31.43;p;1218.67;mb;20.47;m;14/02/2012
Makkah;21.3891;39.8579;36.57;C;21.31;p;1126.70;mb;27.78;m;14/02/2012
Madinah;24.5247;39.5692;41.69;C;15.62;p;1000.82;mb;24.30;m;14/02/2012
Abha;18.2465;42.5117;26.98;C;22.78;p;1057.04;mb;24.63;m;14/02/2012
Riyadh;24.7136;46.6753;40.56;C;17.93;p;1032.48;mb;22.25;m;15/02/2012
Jeddah;21.2854;39.2376;35.97;C;31.94;p;1241.68;mb;26.38;m;15/02/2012
Makkah;21.3891;39.8579;30.86;C;21.93;p;1129.18;mb;28.54;m;15/02/2012
Madinah;24.5247;39.5692;41.97;C;14.97;p;1024.00;mb;20.03;m;15/02/2012
Abha;18.2465;42.5117;27.20;C;21.32;p;1069.38;mb;23.23;m;15/02/2012
Riyadh;24.7136;46.6753;47.99;C;21.15;p;1013.72;mb;21.75;m;16/02/2012
Jeddah;21.2854;39.2376;30.57;C;34.96;p;1206.57;mb;29.09;m;16/02/2012
Makkah;21.3891;39.8579;34.71;C;22.15;p;1147.33;mb;20.83;m;16/02/2012
Madinah;24.5247;39.5692;42.66;C;14.99;p;1032.46;mb;23.03;m;16/02/2012
Abha;18.2465;42.5117;23.82;C;20.96;p;1041.40;mb;28.11;m;16/02/2012
Riyadh;24.7136;46.6753;42.77;C;20.69;p;1040.59;mb;20.04;m;17/02/2012
Jeddah;21.2854;39.2376;34.64;C;31.41;p;1219.46;mb;22.83;m;17/02/2012
Makkah;21.3891;39.8579;31.71;C;21.29;p;1102.37;mb;29.52;m;17/02/2012
Madinah;24.5247;39.5692;39.54;C;14.38;p;1005.72;mb;24.29;m;17/02/2012
Abha;18.2465;42.5117;24.44;C;22.81;p;1079.81;mb;26.98;m;17/02/2012
Riyadh;24.7136;46.6753;46.05;C;19.11;p;1041.17;mb;27.29;m;18/02/2012
Jeddah;21.2854;39.2376;35.69;C;34.72;p;1212.03;mb;26.15;m;18/02/2012
Makkah;21.3891;39.8579;31.39;C;23.44;p;1140.27;mb;22.82;m;18/02/2012
Madinah;24.5247;39.5692;35.23;C;13.88;p;1024.84;mb;29.25;m;18/02/2012
Abha;18.2465;42.5117;22.15;C;23.49;p;1068.90;mb;27.97;m;18/02/2012
Riyadh;24.7136;46.6753;42.20;C;19.19;p;1025.32;mb;25.53;m;19/02/2012
Jeddah;21.2854;39.2376;34.91;C;34.47;p;1236.76;mb;21.35;m;19/02/2012
Makkah;21.3891;39.8579;35.22;C;21.78;p;1105.94;mb;20.94;m;19/02/2012
Madinah;24.5247;39.5692;35.57;C;15.56;p;1009.78;mb;23.21;m;19/02/2012
Abha;18.2465;42.5117;22.34;C;21.78;p;1044.90;mb;23.97;m;19/02/2012
Riyadh;24.7136;46.6753;48.07;C;17.86;p;1010.90;mb;21.48;m;20/02/2012
Jeddah;21.2854;39.2376;37.98;C;33.91;p;1202.33;mb;25.44;m;20/02/2012
Makkah;21.3891;39.8579;30.37;C;21.00;p;1139.60;mb;27.80;m;20/02/2012
Madinah;24.5247;39.5692;35.68;C;15.49;p;1024.17;mb;22.35;m;20/02/2012
Abha;18.2465;42.5117;23.33;C;20.02;p;1053.67;mb;29.98;m;20/02/2012
Riyadh;24.7136;46.6753;48.76;C;21.61;p;1028.04;mb;28.65;m;21/02/2012
Jeddah;21.2854;39.2376;30.40;C;30.33;p;1218.59;mb;29.75;m;21/02/2012
Makkah;21.3891;39.8579;27.95;C;23.50;p;1108.30;mb;27.92;m;21/02/2012
Madinah;24.5247;39.5692;38.64;C;15.03;p;1042.90;mb;27.36;m;21/02/2012
Abha;18.2465;42.5117;22.86;C;22.39;p;1059.33;mb;25.83;m;21/02/2012
Riyadh;24.7136;46.6753;44.17;C;20.00;p;1030.07;mb;26.93;m;22/02/2012
Jeddah;21.2854;39.2376;36.42;C;32.42;p;1229.35;mb;22.42;m;22/02/2012
Makkah;21.3891;39.8579;32.39;C;23.30;p;1140.18;mb;28.87;m;22/02/2012
Madinah;24.5247;39.5692;44.25;C;12.35;p;1028.81;mb;27.08;m;22/02/2012
Abha;18.2465;42.5117;31.15;C;21.89;p;1066.93;mb;28.63;m;22/02/2012
Riyadh;24.7136;46.6753;42.95;C;17.08;p;1030.55;mb;21.19;m;23/02/2012
Jeddah;21.2854;39.2376;37.29;C;34.91;p;1248.23;mb;22.83;m;23/02/2012
Makkah;21.3891;39.8579;29.35;C;21.39;p;1111.05;mb;26.42;m;23/02/2012
Madinah;24.5247;39.5692;39.52;C;13.63;p;1041.01;mb;27.01;m;23/02/2012
Abha;18.2465;42.5117;29.74;C;24.27;p;1044.59;mb;28.50;m;23/02/2012
Riyadh;24.7136;46.6753;43.26;C;20.13;p;1003.46;mb;21.36;m;24/02/2012
Jeddah;21.2854;39.2376;31.01;C;33.71;p;1224.89;mb;29.57;m;24/02/2012
Makkah;21.3891;39.8579;30.34;C;22.31;p;1140.24;mb;23.33;m;24/02/2012
Madinah;24.5247;39.5692;37.83;C;13.04;p;1001.07;mb;23.95;m;24/02/2012
Abha;18.2465;42.5117;24.15;C;24.50;p;1079.02;mb;28.56;m;24/02/2012
Riyadh;24.7136;46.6753;42.71;C;20.97;p;1027.29;mb;25.29;m;25/02/2012
Jeddah;21.2854;39.2376;33.18;C;34.13;p;1208.76;mb;24.21;m;25/02/2012
Makkah;21.3891;39.8579;33.20;C;23.97;p;1138.10;mb;25.08;m;25/02/2012
Madinah;24.5247;39.5692;38.53;C;16.04;p;1023.16;mb;20.94;m;25/02/2012
Abha;18.2465;42.5117;27.89;C;20.78;p;1073.80;mb;25.42;m;25/02/2012
Riyadh;24.7136;46.6753;43.25;C;17.37;p;1024.75;mb;22.67;m;26/02/2012
Jeddah;21.2854;39.2376;35.63;C;34.95;p;1242.85;mb;21.04;m;26/02/2012
Makkah;21.3891;39.8579;29.32;C;22.17;p;1107.89;mb;25.37;m;26/02/2012
Madinah;24.5247;39.5692;44.56;C;12.93;p;1020.61;mb;28.47;m;26/02/2012
Abha;18.2465;42.5117;24.86;C;21.22;p;1051.24;mb;29.08;m;26/02/2012
Riyadh;24.7136;46.6753;40.29;C;20.97;p;1046.40;mb;22.40;m;27/02/2012
Jeddah;21.2854;39.2376;37.46;C;33.62;p;1213.05;mb;29.31;m;27/02/2012
Makkah;21.3891;39.8579;30.05;C;20.86;p;1143.28;mb;21.96;m;27/02/2012
Madinah;24.5247;39.5692;41.41;C;13.07;p;1034.68;mb;27.01;m;27/02/2012
Abha;18.2465;42.5117;26.91;C;20.39;p;1047.49;mb;22.17;m;27/02/2012
